Iterações,Erro_Relativo
0,inf
1,40.86161784314372
2,8.001059339734194
3,0.9272385720197596
4,0.09836088633942867
5,0.010330732511817858
6,0.001083884106853931
7,0.00011370684351534846
8,1.1928486033605174e-05
