Iterações,Erro_Relativo
0,inf
1,15.254237288135597
2,5.426470588235286
3,1.7838088309679219
4,0.5699987249923272
5,0.1804472401809541
6,0.05695509022391014
7,0.017959951860973426
8,0.005661721264288907
9,0.0017846416544011264
10,0.0005625235543319644
11,0.00017730719004877574
12,5.588698813480092e-05
