Iterações,Erro_Relativo
0,inf
1,100.0
2,-100.0
3,33.33333333333333
4,14.285714285714285
5,6.666666666666667
6,3.225806451612903
7,-1.639344262295082
8,0.8130081300813009
9,0.4048582995951417
10,-0.2028397565922921
11,0.10131712259371835
12,0.05063291139240507
13,0.02531004808909137
14,-0.012656625743576764
15,-0.006328713372571356
16,0.003164256557921716
17,-0.0015821533106558027
18,-0.0007910829134001535
19,-0.0003955430212367048
20,-0.00019777190175483008
21,-9.888604866182456e-05
