Iterações,Erro_Relativo
0,inf
1,33.33333333333333
2,-20.0
3,9.090909090909092
4,-4.761904761904762
5,-2.4390243902439024
6,-1.2345679012345678
7,0.6134969325153374
8,0.3058103975535168
9,0.15267175572519084
10,0.07627765064836003
11,0.03812428516965307
12,0.01905850962454736
13,0.009528346831824679
14,-0.004764400400209634
15,-0.0023822569502346524
16,-0.0011911426631567663
17,0.0005955677845473983
18,-0.00029778477902880473
19,0.0001488921678252959
20,-7.44461393348833e-05
