Iterações,Erro_Relativo
0,inf
1,33.33333333333333
2,-20.0
3,-11.11111111111111
4,5.263157894736842
5,-2.7027027027027026
6,1.3333333333333335
7,-0.6711409395973155
8,-0.33670033670033667
9,-0.16863406408094433
10,0.08424599831508003
11,-0.04214075010535188
12,0.02106593638087213
13,-0.010534077741493732
14,0.005266761468373097
15,-0.0026334500829536776
16,-0.0013167423793534795
17,-0.0006583755242315112
18,-0.0003291888457651501
19,0.0001645941519697805
20,-8.229714371303315e-05
